date,level
2014-11-01,109.690273953635
2014-12-01,110.656893776335
2015-01-01,111.531279187787
2015-02-01,113.140509810844
2015-03-01,115.848316211944
2015-04-01,118.393671645217
2015-05-01,120.149054593267
2015-06-01,122.131251991094
2015-07-01,124.313550497274
2015-08-01,126.043481003923
2015-09-01,128.639973611934
2015-10-01,130.980507132221
2015-11-01,133.440236007901
2015-12-01,137.822947119345
2016-01-01,142.281141991097
2016-02-01,150.000982014732
2016-03-01,155.206016090643
2016-04-01,164.891957936812
2016-05-01,170.156409063515
2016-06-01,173.865818781099
2016-07-01,176.881440395197
2016-08-01,179.589244827186
2016-09-01,180.914493197583
2016-10-01,186.284127622079
2016-11-01,189.38585679735
2016-12-01,192.512096481969
